from_stop_id,to_stop_id,transfer_type,min_transfer_time
11016,56,,
2472,1451,2,360
11010,793,,
7166,7259,2,120
1537,1354,,
11592,5287,2,360
8075,11495,2,300
3533,3394,,
9240,7644,2,360
3428,2738,2,300
210,1592,,
968,1046,2,300
96,4881,2,360
4537,4407,,
10867,8037,2,120
11279,2119,2,300
11875,11877,2,300
11877,8759,2,360
3058,3062,2,300
10196,10374,2,300
11674,8563,,
310,370,,
810,10439,2,300
11274,11310,2,360
12548,11088,2,300
10148,10150,,
963,12318,,
287,202,2,300
1092,915,,
10886,10888,,
1379,591,2,300
981,635,2,480
3046,3076,,
8757,8679,,
8076,4881,2,420
3155,12210,,
2928,2971,,
789,1580,,
235,8074,,
8139,1482,,
4427,4329,2,360
5183,9720,2,480
8916,1231,,
3204,3195,,
1977,774,,
10631,11279,2,360
470,9136,2,300
2860,2955,,
35,8039,2,360
8049,12411,2,300
1190,1683,2,300
9952,10034,2,360
11710,11718,,
12209,12228,,
1643,9989,,
4018,4228,2,300
9255,9311,,
5666,5668,2,360
12478,10148,2,300
4381,4119,2,120
702,1538,,
1361,9051,,
1586,10799,,
11132,5683,,
12749,9052,2,300
3298,11827,2,360
3140,3613,2,300
12497,5382,2,300
8687,8689,,
2264,2325,,
985,11523,,
3904,8032,2,300
8043,1286,2,300
8058,6468,2,360
10196,1300,2,480
706,11015,,
11283,12586,2,300
11270,11268,2,120
1907,12168,,
297,12663,2,300
10929,6984,,
8049,1173,2,300
11275,11337,2,360
2058,863,,
11130,5025,,
5756,11135,,
11529,2738,2,360
10972,8756,,
8575,8577,,
10880,6467,,
6068,6479,2,300
12669,454,2,300
361,317,2,300
10349,10335,,
6006,6470,2,300
3153,3245,2,360
4882,11272,2,420
887,1143,,
718,650,,
6753,11295,,
8057,6467,,
859,8019,2,480
5633,11860,,
7650,8023,2,120
12535,985,2,360
2234,142,2,360
11243,6753,,
5446,5526,2,360
95,11535,2,360
850,1147,2,360
5034,5656,,
10251,10692,2,300
1218,2000,,
669,11623,,
5122,5768,,
7719,10310,2,420
6969,6987,2,360
9577,6874,,
189,78,2,360
2630,10429,,
12235,3904,,
869,1018,,
3984,10138,2,300
11638,11534,2,360
1709,1387,2,300
12584,11103,2,300
5637,5467,2,300
1509,124,,
11805,11798,,
8063,8054,,
8078,8035,2,600
2010,1641,2,300
9124,1519,,
3317,10436,2,360
8687,12227,,
11962,7645,2,540
12406,12411,2,360
31,984,2,300
3633,12291,2,300
6088,12543,2,360
5844,8061,2,300
6174,5542,2,300
9683,9684,,
549,10966,,
11247,11707,2,300
8762,1091,2,300
7591,7468,2,120
12492,6186,2,300
12625,378,2,360
10961,1896,2,420
10966,213,,
12066,12064,2,360
3198,10132,2,300
12725,10374,2,480
11088,486,2,300
4939,5244,,
8483,8283,2,360
8038,10400,2,600
11765,11710,,
3334,8032,2,120
12666,1186,2,300
1561,1552,,
7108,7106,2,300
1173,12411,2,300
11243,11247,2,300
8025,7768,2,120
12054,10819,,
6230,6351,,
11802,11806,,
8654,11592,,
1761,4143,2,120
2146,2240,2,300
8031,3779,2,120
7727,8024,2,120
11270,11248,,
199,860,2,300
11273,8535,2,540
4403,4569,2,300
1354,1537,,
8638,4611,2,300
10885,10887,,
12074,3057,,
10865,4242,,
1996,2039,,
6823,9562,,
10755,1493,2,360
2717,2671,,
410,1856,2,300
2717,12409,2,300
6173,6139,2,360
4242,10867,2,120
2671,2833,2,120
11860,5593,,
452,1775,2,120
8703,9510,2,360
8886,3373,,
3533,3334,,
11704,5542,2,300
11808,11799,,
454,12669,2,300
4055,4015,2,300
5656,5055,,
801,2044,,
8029,7727,2,120
7827,7658,,
8703,10028,2,480
96,8041,2,420
10860,8020,2,120
8024,7827,,
10034,8756,,
2054,758,,
6456,10880,,
10865,4471,,
650,797,,
5729,11134,,
12036,8035,2,600
12535,9129,2,360
11801,11802,,
11285,10745,2,300
3878,3856,2,360
1857,409,,
11137,5961,,
1429,2326,,
11126,9291,2,360
7643,3904,,
1401,8750,2,360
3243,12210,2,300
1231,8754,2,300
934,9054,2,300
7207,7214,,
2610,1168,,
12173,5352,2,300
902,1055,,
6455,4939,,
3855,3831,2,360
5431,6089,2,360
8038,35,2,480
3869,3825,2,480
1190,1617,2,420
12020,11943,,
10591,8042,2,360
659,12667,2,300
10021,8680,2,360
5769,5045,,
10880,5262,,
11088,11352,2,300
1736,12537,2,300
695,12556,2,300
2354,2339,,
8622,779,2,480
11022,793,,
8758,8683,2,300
8754,8913,2,360
826,746,,
1071,1070,,
1482,2742,2,300
5708,5693,,
9849,6987,2,420
5811,5820,,
405,4887,2,480
11303,8039,2,360
5431,5548,2,360
7025,2160,,
10969,314,,
8076,11774,2,420
6354,6343,2,300
8755,8691,,
3373,8886,,
1589,341,,
12234,3769,,
4939,5230,,
8916,8044,2,360
2761,2833,2,120
10881,5667,2,300
12523,10352,,
1231,11588,2,300
8750,11874,,
6154,6214,2,300
8542,11128,,
8820,8847,,
5494,5793,2,120
1633,12691,2,300
1977,863,,
6456,5891,,
7102,6475,2,360
11288,11788,,
3207,12233,2,360
10429,2477,,
11879,12567,2,360
8573,8552,,
8062,5148,,
12227,8687,,
10860,12022,,
8036,989,2,120
744,301,2,300
1170,12336,2,480
888,12749,2,300
5335,5381,2,300
10034,10972,2,300
3904,8021,2,120
8073,1231,2,300
12205,6734,2,360
8052,5989,,
2807,2791,,
351,603,,
10018,8697,2,300
2222,2166,,
7093,7097,2,300
11882,5045,,
31,11272,2,540
3077,3045,,
11940,11942,,
2476,2478,2,360
8053,11718,,
11929,4329,2,360
10891,12655,2,180
12716,11243,2,300
6456,5768,,
11877,1401,2,360
10294,10893,,
113,11016,,
12228,3155,,
1160,1186,,
11294,11243,2,360
2692,8051,,
12516,11331,2,360
4130,4100,,
2119,11279,2,300
2326,1444,,
8283,8483,2,360
6706,8282,2,300
11284,2051,2,300
1992,801,,
6736,7591,2,120
8746,8755,2,120
11288,11267,,
8022,3385,2,120
7727,7827,,
2671,1173,2,120
3723,10568,2,480
155,255,2,300
9112,8077,2,420
11268,11246,,
1231,8073,2,300
7719,10299,2,420
8860,8752,,
11103,12584,2,300
3410,3518,,
6004,5801,,
3334,7643,,
1391,1479,2,300
4228,10879,,
11010,842,,
11866,11867,2,300
2478,2429,,
3108,2948,,
1430,11682,,
3428,231,2,300
12235,3195,,
8053,11712,,
1572,8072,,
9380,3903,2,480
3816,3478,,
11798,11811,,
5675,5127,,
1027,2062,,
452,1761,2,120
11014,463,,
663,11015,,
4939,5997,,
202,392,2,300
10929,3535,2,120
12626,12168,,
8854,5436,,
10363,179,,
11906,2266,,
1833,1133,2,300
2156,10439,2,300
11878,8750,2,420
3656,2349,2,360
892,1361,,
1592,210,,
8077,8535,2,300
4568,4459,,
9560,6805,,
8034,938,2,480
5860,5845,2,360
8024,7727,2,120
12666,1187,,
318,317,2,300
12020,11941,,
8070,12537,,
31,10399,2,480
11876,8759,2,360
3086,11443,,
11022,842,,
6039,6038,2,360
8679,8757,,
8047,1801,2,300
8573,8575,,
1442,11682,2,300
1258,2000,,
11076,9022,,
1761,4381,2,120
10299,7719,2,480
1761,10873,2,120
30,193,2,1200
10591,411,2,480
11810,11811,,
4043,10882,2,300
3195,3067,,
11589,1231,,
12665,1186,2,300
5465,11861,2,600
96,78,2,300
3423,3637,2,360
8076,4495,2,480
11268,11289,,
3480,11108,2,300
1980,815,,
8071,1615,,
12600,11793,2,420
6114,5828,,
3904,7643,,
8672,8657,,
11113,110,,
10855,11681,2,360
5567,4925,,
7259,7214,,
9339,9338,2,300
646,12626,2,300
4381,1775,2,120
8755,8657,,
8064,11714,,
5183,11664,2,420
3904,3195,,
11523,9129,2,360
847,1533,,
11441,11526,2,360
407,4887,2,360
9580,6646,,
4143,4067,2,120
8025,12580,2,120
745,12027,,
8853,8735,,
12234,12322,,
6173,6357,2,360
4065,4391,,
1679,9987,,
11077,5474,2,360
8674,8751,2,300
1873,1877,,
7591,6727,2,120
8051,2630,,
8052,10915,,
11606,8073,2,300
31,409,2,360
2160,1327,2,600
8747,8756,,
4407,4537,,
4329,4500,2,300
1586,423,,
10880,5494,,
77,10400,2,300
8033,12332,2,120
155,11622,,
4112,4144,2,300
12717,6753,2,300
666,665,,
8752,11095,2,300
12548,11278,2,360
2444,2325,,
2917,3024,,
689,690,,
11805,11802,,
12168,744,2,300
1824,2004,,
423,11281,2,300
7742,3872,2,480
12235,12647,,
12688,4119,2,120
6475,10199,2,360
4360,4569,2,300
8032,11229,2,120
5830,5955,,
6174,6195,2,360
6051,11076,,
11123,6019,2,300
9062,6133,2,300
11719,11710,,
4471,4242,2,120
4654,4832,,
12036,11302,2,420
744,1907,2,300
1337,2227,2,480
9926,5861,2,300
1793,1563,,
8057,5494,,
9112,8535,2,360
5998,5628,,
11664,5183,2,360
12665,1160,2,300
251,11500,,
591,1379,,
5919,5295,,
6039,10701,2,360
3533,3927,,
6340,8854,2,360
3533,3904,,
12567,8759,2,300
276,607,2,360
12065,12064,2,360
938,11438,2,360
9530,317,2,300
11523,985,,
6080,4845,,
11801,11806,,
9524,10148,,
11311,11275,2,420
11535,4881,2,480
8408,7646,2,360
11529,231,2,300
737,742,2,300
3548,3613,2,300
10819,4722,,
7150,5345,2,300
1697,906,,
12036,4495,2,480
12671,12663,2,300
5021,5140,,
2622,2528,2,300
6736,7468,2,120
5494,5667,2,120
11021,463,,
8078,35,2,300
9043,1888,,
7643,8032,2,120
7100,10629,2,360
10592,11407,,
5756,5797,,
10360,11276,2,300
4845,4939,2,120
10885,10890,,
1120,1971,,
8746,8672,,
3822,8031,2,120
3386,3532,2,420
10144,9848,2,360
11088,11278,2,300
11632,155,,
8751,9505,2,300
8022,3806,2,120
4459,4471,,
10873,4163,2,120
337,11014,,
4461,11867,,
9365,3842,,
1510,1276,2,300
11288,11250,,
11021,337,,
11535,35,2,480
7643,12234,,
317,9530,,
5661,5837,,
11606,8754,2,300
1443,1430,2,300
1018,869,,
11009,706,,
5025,11127,,
1172,1175,2,480
10892,10887,,
5230,4845,,
8066,3023,,
12717,11247,2,360
4204,4212,2,300
1775,4143,2,120
6006,6479,2,300
12155,5042,,
12537,11674,,
181,235,,
8577,8574,,
10855,10854,2,480
1334,6992,2,480
11078,5498,2,360
189,11302,2,420
6704,6768,2,420
859,11526,2,420
3784,10132,2,300
8031,3728,2,600
5651,11132,,
4194,3994,2,300
6215,6153,,
8743,8674,2,360
5803,6114,,
10891,10886,,
7478,7461,2,360
10929,8052,,
7081,7177,2,300
4915,4849,,
7742,3056,2,480
5633,5743,,
8578,8561,,
10866,10867,2,120
10948,8055,,
4427,11929,2,360
1622,9987,,
12209,3155,,
331,470,2,300
10673,10643,2,300
5274,5419,2,300
545,8640,,
12264,9178,,
6734,6730,2,360
9339,9344,2,300
1173,8049,2,300
359,358,,
6456,11882,,
235,8043,,
3822,3806,,
8622,9052,2,480
4087,4131,,
5025,11130,,
7468,7635,2,120
7444,7503,,
76,9128,2,480
8756,9952,,
11793,12363,2,300
4939,6455,,
10881,5793,2,300
1596,1108,,
8691,8746,2,300
6753,11247,2,300
6566,6802,,
8575,10564,2,120
1031,12632,2,300
11553,10399,2,300
12721,329,2,300
10399,12036,2,180
10888,10885,,
5700,11858,,
6466,6175,,
6838,6884,2,300
12688,4474,2,120
11247,11295,2,360
322,110,,
994,2051,,
8750,11877,,
11598,11604,2,360
2955,3024,,
1316,713,2,300
8033,11940,2,120
7145,10629,2,360
3628,2513,,
11810,11808,,
2639,2328,,
6107,6120,,
2646,3536,,
12348,11429,,
31,9128,2,300
12409,2523,2,300
4016,4054,2,300
6195,5542,2,360
2742,1482,2,300
10880,5122,2,120
96,10400,2,360
695,8045,,
1387,1709,2,300
5585,6464,,
8057,5122,,
12239,12208,,
11403,331,2,360
7468,5216,2,120
11592,5288,2,360
10427,6236,,
6219,6149,,
10880,10881,,
1055,902,,
5072,5104,,
8057,10881,,
4459,4242,2,120
10880,5769,2,300
1554,1558,,
5336,8989,2,600
7468,6736,2,120
8055,5148,,
11798,11808,,
12580,8025,2,120
10866,989,2,120
8659,10021,2,480
4323,4304,,
277,276,2,480
5593,5509,,
1604,1504,2,300
4228,10882,,
1596,1039,,
8748,8680,,
8053,11715,,
10865,10866,,
11087,11357,2,360
8746,8689,,
1648,12666,2,300
12749,2120,2,300
3613,3133,,
12234,3334,,
9524,9547,,
8847,3518,,
5826,11592,,
7768,8028,2,120
12209,12229,,
4939,6080,,
2349,3656,2,360
7827,7727,,
834,2044,,
4297,4247,,
11664,9720,,
12026,12329,2,360
1482,1709,2,120
1151,1307,2,360
5287,11592,2,360
11074,5456,,
8021,3195,2,120
11427,25,,
3195,3906,,
2355,11555,,
10860,11942,,
2477,3023,,
2414,2761,2,120
8140,12318,,
2430,2434,2,300
8051,2799,,
12696,4830,2,300
9505,8674,,
569,110,2,60
5042,8059,,
8065,2252,,
11268,11266,,
898,690,,
9543,4489,,
9505,8751,2,300
10300,12638,2,300
3822,3385,,
5138,11129,,
76,8040,2,420
2170,9099,,
8818,3443,2,300
485,418,2,300
5117,5659,,
810,827,2,360
11623,668,,
972,8044,2,300
11076,6051,,
2623,2489,2,300
2062,1120,,
11303,96,2,420
3180,3218,2,300
1379,397,2,300
5074,4949,,
3385,8022,2,60
1016,11535,2,120
2153,142,2,360
6470,6068,2,300
3779,8022,2,120
11288,11253,,
5494,11764,2,300
10860,12231,,
591,397,,
5055,5656,,
1980,758,,
2325,11204,,
4301,4243,2,300
4243,4514,,
11074,5516,,
963,8139,,
7169,5345,2,300
414,2737,2,300
12667,1254,2,300
5532,5444,,
11765,8064,,
56,11016,,
11527,11438,2,300
3865,9388,,
12600,12085,2,360
12155,5048,2,480
4644,4674,,
12498,8029,2,120
10352,12523,,
4459,4568,,
1329,2160,2,360
11014,337,,
11280,423,2,300
11535,95,2,360
8756,10971,,
10892,10890,,
96,35,2,480
11254,11398,2,360
11940,12022,,
5509,6000,,
1833,1076,2,300
6478,5285,2,360
1683,1190,2,300
256,11632,,
9551,1018,,
11535,78,2,420
78,938,2,360
185,231,2,300
3195,3053,,
1988,10812,,
169,1583,,
5540,6341,2,360
96,11774,2,420
663,11009,,
8989,11232,2,300
10873,4143,2,120
9720,11664,2,300
892,1301,,
5557,5998,,
8679,8680,2,120
8691,8657,,
9582,6823,2,300
199,202,2,300
6675,9570,,
4722,10819,,
314,10969,,
6455,4845,2,120
397,63,,
451,4067,2,120
2847,2971,,
11714,11718,,
8746,12227,,
1692,1567,,
3968,3979,,
1301,924,,
4163,1761,2,120
8038,11302,2,480
8057,5262,,
11802,11807,,
11932,8483,2,540
12227,8690,,
11524,4882,2,360
11707,11243,2,300
646,744,2,300
12267,3331,,
497,676,2,300
10429,2692,2,120
3449,3565,2,420
1071,1156,,
11204,2444,,
4569,4403,2,300
1761,451,2,120
8672,8746,,
8025,7777,2,120
11009,663,,
5700,11861,2,300
2118,933,,
2261,2648,,
646,12168,,
3129,2836,,
6107,11905,2,300
4138,4164,2,300
7643,3927,,
8622,857,2,360
5762,6480,,
151,1988,,
561,287,2,300
10644,11593,2,300
8760,9505,2,300
1231,8763,2,300
1832,12393,,
8030,11559,2,120
8691,8689,2,180
1477,1394,2,300
6908,6648,,
10468,11275,2,420
11276,10360,2,300
4640,4678,,
5464,5700,,
5769,11764,,
12537,8047,,
11628,5016,2,480
12537,8070,,
10305,10300,,
460,1522,,
8989,9492,2,480
8033,11943,2,120
1013,10424,2,300
2630,8051,,
8710,2881,2,120
4143,4119,2,120
8674,8760,2,300
4504,4517,,
11429,25,,
2941,2847,,
859,12036,2,420
10492,8075,2,420
8139,1709,,
11289,11246,,
8759,11874,,
8052,2397,,
4061,12696,2,300
3904,12235,2,300
1828,1076,2,300
2051,11349,,
3779,3806,,
1065,12393,2,120
4067,452,2,120
9435,10748,2,360
1832,8071,,
1401,8759,2,360
6173,12543,2,360
6510,10522,2,300
5295,5960,2,360
5830,6004,,
96,11302,2,420
409,12375,2,300
12682,4186,2,300
3059,3728,2,300
3385,3806,,
10881,10880,,
8032,3904,2,120
8691,12227,2,300
5769,8057,2,300
5593,11861,2,300
8975,10554,2,300
4514,4191,,
8020,12231,,
7771,7680,2,300
4517,4504,,
2410,5991,2,480
4228,4018,,
5797,5781,,
1016,4883,2,480
6738,5218,,
3449,3594,2,360
2799,8066,,
5547,6321,2,360
4949,5019,,
3418,3554,2,360
11525,8041,2,360
11760,11759,2,300
11602,11597,2,300
1156,1070,2,300
4756,10328,2,300
6073,11123,,
8021,12235,,
11268,11269,,
1244,2739,2,300
561,12670,2,300
7591,5216,2,120
12406,2671,2,300
30,4882,2,480
12272,3331,,
4391,10827,2,420
6991,7046,,
96,4495,2,420
1039,1596,,
985,11535,2,480
7591,6736,2,120
2692,2630,,
7707,10345,2,300
6630,11471,2,360
11087,12548,2,300
8754,1231,2,300
2120,12749,2,300
7091,7092,2,360
8032,3927,2,120
3628,3661,,
8073,8754,2,360
8041,11535,,
3816,3779,,
4881,8535,2,480
193,11522,,
4972,4961,,
3515,3565,2,300
774,2058,,
2123,2110,2,360
12230,11942,,
11352,11087,2,360
10873,4381,2,120
9848,10144,2,360
8045,12556,,
1218,2035,,
5509,5700,,
2323,11906,,
3204,3067,,
11256,11266,,
11559,8030,2,120
11802,11801,,
12626,646,2,300
7214,7166,,
11810,11799,,
190,1016,2,300
5869,5069,,
11352,11279,2,300
8068,12409,,
8021,12647,2,120
2354,8978,2,300
2692,2799,,
1334,6958,2,480
11122,5623,,
10631,12548,2,360
11243,12716,2,300
4065,4371,,
5583,11122,,
10916,9720,2,480
11273,4494,2,480
2414,2833,2,120
4500,4329,2,360
10092,1865,2,300
797,12668,2,300
6587,6908,2,300
6661,11932,2,300
12241,12233,2,300
10591,11638,2,420
6340,6195,2,300
6840,10519,2,300
2166,2222,,
12637,10300,2,300
696,232,2,360
2761,1173,2,120
6874,9567,,
8038,12138,2,480
10018,8683,,
1885,1866,2,300
11798,11799,,
8750,12567,2,300
10916,5180,,
10890,10885,,
6088,8854,2,360
452,4163,2,120
5769,5667,2,120
11032,11998,,
8350,3386,2,480
2799,2630,,
11793,12085,2,300
2214,2174,,
650,838,,
10331,10231,2,300
11011,1350,,
10856,11757,2,300
8680,10021,2,480
190,4494,2,360
12318,1709,,
10880,5045,,
1444,11911,,
8057,5045,,
4355,8605,,
12229,12210,,
12671,297,,
11134,5729,,
8065,6984,,
6475,7102,2,360
11256,11289,,
6116,5925,,
6578,6482,2,300
11714,11715,,
9510,8703,2,360
10888,10891,,
63,591,,
11710,11716,,
10764,10819,,
5358,5346,2,300
6630,11388,2,360
1143,9052,2,480
779,8622,,
3117,2959,,
4961,4962,2,300
11523,11774,2,360
3243,12228,2,300
5769,5793,,
5509,11860,,
10884,8061,2,300
6646,9564,,
859,938,,
7639,5148,,
9567,6874,,
5803,5954,,
8860,8761,,
10823,4750,,
6004,5830,,
2225,1211,2,360
8021,3204,2,120
4750,10819,,
6840,6841,2,300
4959,4974,,
11906,2323,,
11441,11535,2,420
1206,850,2,360
1108,1596,,
5019,4949,,
838,718,2,300
11357,11279,2,300
10891,10889,2,180
11882,5122,2,120
1775,12688,2,120
6603,6684,2,300
810,9103,2,300
11251,11286,,
6467,11764,2,420
6195,8854,2,360
4933,5615,2,360
6600,6895,2,300
11270,11266,,
4972,5253,,
3140,3548,2,300
7703,12444,2,300
11331,12516,2,360
938,8035,2,480
9112,8040,2,420
486,12548,2,300
2689,2695,,
3195,3394,,
10823,10764,,
7658,7827,,
6727,7469,2,120
5505,5638,2,360
2266,11906,,
3904,3533,,
77,11302,2,420
8078,11302,2,600
8916,8073,2,360
9397,3695,,
10148,9524,,
3334,12647,,
10960,10958,2,420
3334,8021,2,120
5593,11858,,
742,737,2,300
4188,4365,2,300
6173,6340,2,360
155,12664,2,300
8575,8552,,
512,1244,2,600
4447,4534,2,360
3898,3878,2,300
11311,10468,2,300
12673,10893,2,300
11352,2119,2,300
5342,5364,,
5769,8060,2,300
8916,8754,2,300
9103,810,,
8483,8484,2,360
6566,11208,,
1828,1133,2,300
11303,938,2,480
863,774,,
8021,3533,2,120
11287,11252,,
1546,1692,,
5042,5048,2,420
10643,10673,2,300
1086,1544,,
5180,5183,2,420
4534,4599,2,360
12588,9511,,
11526,96,2,300
8747,10972,,
12406,12409,2,300
1775,4381,2,120
5042,6468,2,540
7736,8030,2,120
11715,11716,,
12155,8059,,
8687,8690,,
8828,3444,2,300
5360,7169,2,300
4427,4567,2,360
5059,11701,2,480
11318,11962,2,540
12232,12242,2,300
6766,6783,,
6217,6373,2,300
12020,12230,,
11305,11245,,
11878,11947,2,360
8282,8485,2,360
4381,1761,2,120
11535,4495,2,300
1659,2023,,
1852,1809,,
11808,11811,,
5140,5072,,
1018,9551,,
10929,10915,2,120
3904,3204,,
8659,8679,2,120
5719,5037,,
10915,5989,2,120
12409,2016,2,300
1186,12665,2,300
1907,301,2,300
6727,5216,2,120
1477,1858,2,300
972,11588,2,300
12437,7108,2,300
179,10363,,
1754,2123,,
7207,7166,2,120
10554,7357,2,360
8072,695,,
11794,12358,2,300
10252,10259,,
12586,11103,2,300
3133,3548,2,300
5628,5998,,
10437,6194,,
11874,8759,2,300
3784,3975,2,300
4568,4242,2,120
11882,5494,,
5180,9720,2,480
3059,3479,2,300
6313,5547,2,360
11131,5651,,
2623,2418,2,360
486,11088,,
8057,5769,2,300
5844,8056,2,300
11337,11275,2,360
8077,409,2,300
11719,11718,,
8023,11559,2,120
7095,7214,,
7743,8024,2,120
5250,5256,,
1105,11013,2,300
8849,3375,,
6173,6174,2,360
8573,8578,,
5509,5743,,
5122,5262,,
12631,1116,2,300
2648,2328,,
2717,2016,,
5494,10880,2,120
3943,9179,2,300
7864,11439,2,300
6781,6661,2,300
7166,7214,,
5935,11907,2,360
812,12672,,
4568,4471,,
2396,2399,2,300
2044,801,,
11127,5025,,
8060,5667,2,300
3816,3822,,
6039,10189,,
8060,11764,2,360
10470,8289,,
2355,2338,2,300
11288,11256,,
6727,7635,2,120
12523,10363,2,300
11258,11277,2,300
696,524,,
1660,12183,,
972,8073,2,300
11294,11707,2,360
1888,9043,,
5593,5701,2,480
10873,12688,2,120
8068,2671,2,300
8020,12022,2,120
11543,3517,2,300
3315,12272,,
8672,8689,,
1775,451,2,120
4163,4143,2,120
7449,7555,,
3975,3198,,
11523,4495,2,300
542,4887,2,300
3371,3589,,
4143,452,2,120
11500,165,,
8140,963,,
10148,12478,2,300
1736,1801,2,300
11733,2269,,
6467,8057,,
11638,411,2,300
2081,405,,
696,942,2,360
8049,2671,2,300
6921,6741,,
4113,4074,2,300
11843,12380,2,360
8038,8039,2,360
2610,1177,2,480
1533,789,,
4459,10866,,
2717,2414,2,120
3411,8818,,
1775,10873,2,120
12173,7259,2,300
1143,857,2,360
10879,4228,2,300
6730,12207,2,600
4336,4360,2,360
3394,3067,,
1160,12665,2,300
812,12669,2,300
7743,12498,,
4061,4830,2,300
11714,11712,,
12681,9128,2,360
12277,3314,2,300
737,442,2,600
10068,3608,2,420
10891,10892,,
3619,2345,,
8032,12234,,
12230,12320,,
2101,7001,,
11128,5138,,
10647,12424,2,300
11674,12537,,
10873,451,2,120
1410,9125,,
1659,9989,,
8916,11588,,
11676,4659,2,360
2323,11909,,
7086,7172,2,300
11256,11269,,
859,11535,2,420
11307,2892,2,360
11256,11246,,
7666,10310,2,420
10342,10333,2,360
423,1586,,
12668,797,2,300
12513,782,,
1116,12632,2,300
5557,5629,,
1592,9124,,
6479,6068,2,360
6987,9849,2,420
11289,11266,,
11802,11798,,
2766,1477,2,360
7699,10215,,
8412,8367,2,300
11135,5756,,
12234,3394,,
8031,3385,2,120
9564,6590,,
5583,5623,,
4939,5093,,
11540,6754,2,300
11876,8750,2,360
454,195,2,300
6467,8060,,
8049,12409,,
7223,8960,2,360
9136,329,2,360
11588,972,2,300
5494,11882,,
3624,2646,,
12235,7643,2,300
5122,10881,2,300
1709,1482,2,120
452,4143,2,120
451,452,2,120
11882,5769,2,300
6736,6727,2,120
11283,12584,2,360
12688,452,2,120
11252,11287,,
8763,8913,2,360
3694,3732,2,300
6247,6312,,
10399,97,2,120
11860,6000,,
10470,91,2,360
11310,11274,2,360
5122,6467,,
11279,11357,2,300
10916,5183,2,420
11805,11799,,
10886,12655,,
11204,2264,,
3533,8032,2,120
8959,7352,2,360
6467,5667,2,300
12409,2414,2,300
11087,11088,2,300
11606,8044,2,300
10947,11867,,
11798,11802,,
3904,12647,,
10890,10888,,
1838,2004,,
6116,6111,,
6741,6942,,
12688,4067,2,120
9505,8760,2,300
4491,4461,2,300
3386,8350,2,480
11277,11260,2,300
333,467,2,300
6727,6736,2,120
12345,3376,,
3533,12234,,
6988,6962,,
7464,7576,,
5015,11628,2,480
8672,12227,,
8922,10413,2,300
1583,248,,
317,674,2,360
842,11022,,
963,1387,2,300
5464,5743,,
5813,5909,2,300
8573,8561,,
5410,6113,2,360
3385,8031,2,120
1633,1668,2,300
5542,6195,2,360
10893,10316,2,300
3207,12242,2,360
9562,8617,2,300
11794,12361,2,300
405,4879,2,480
6467,5793,2,300
3334,3195,,
11310,11337,2,300
11348,12585,,
