from_stop_id,to_stop_id,transfer_type,min_transfer_time
8036,4242,2,120
10199,9306,2,360
451,1761,2,120
6456,5045,,
6455,5230,2,120
10886,10890,,
11122,5561,,
3334,3053,,
6194,10437,,
5919,5408,2,360
5693,5708,,
11023,1105,,
7861,12444,,
5664,5722,2,300
6222,6223,,
5465,6000,2,480
8023,7650,2,120
8691,8687,2,120
1409,1462,,
5004,5009,2,300
10764,10823,,
6921,6725,,
11348,12586,2,300
8036,4471,2,120
1583,169,,
11534,81,2,300
5781,5797,,
7214,5352,,
6725,6921,,
11007,1312,,
4220,11263,2,300
6455,5997,2,120
3825,3064,2,480
11426,12348,2,300
1013,10694,2,600
1870,8802,2,300
5021,5104,,
10882,4018,2,300
4067,4163,2,120
11357,486,,
12036,77,2,120
1793,1550,,
2477,8051,,
8800,8604,2,360
10948,8062,,
702,667,,
3195,12234,,
1393,1394,2,360
857,1143,2,360
5629,5628,,
4463,11639,2,360
11286,11252,,
9051,1361,,
5256,5250,,
8687,8691,,
2189,3536,,
985,4881,2,480
793,11010,,
5216,6736,2,120
10799,1525,,
11256,11253,,
1016,78,2,480
6637,6895,,
4189,4201,2,300
8032,12235,,
8140,1482,2,120
8960,7357,2,360
3822,3816,,
8679,10021,2,480
3608,10067,2,480
1642,1660,,
9492,10629,,
12567,11875,2,360
5641,5737,,
11294,6753,2,300
5494,5122,2,120
12688,10873,2,120
8077,12375,2,300
392,860,,
11270,11788,,
2354,8063,,
12235,3769,,
11622,256,2,300
1160,12666,2,300
8049,2523,2,300
12717,11243,2,300
12688,4381,2,120
6704,6781,2,600
11289,11267,,
11292,11471,2,480
9665,9701,,
5119,5723,,
5176,5188,,
8029,7743,2,120
12234,12647,,
10017,8683,2,300
11133,5729,,
6335,6362,,
9511,8703,2,360
7804,12639,2,300
3842,9365,,
6139,8854,2,120
10328,4756,2,300
110,569,,
11806,11810,,
11402,3317,2,360
11288,11266,,
8034,78,2,540
5697,5467,2,360
11270,11250,,
11535,11438,2,480
2396,2386,2,300
10880,11882,,
9441,3632,,
10690,12380,2,360
3394,12234,,
709,1254,2,300
2160,7025,,
6038,10189,2,360
392,202,2,300
2959,3108,,
1337,2160,2,600
11289,11253,,
10629,11754,,
6080,5093,,
12406,8068,2,300
4491,4660,2,120
5769,10881,2,300
122,1276,2,300
2742,12318,2,300
2414,2717,2,120
3181,11943,2,600
8030,7736,2,120
9179,3943,,
3878,3855,2,360
2994,2838,2,480
985,4495,,
10399,4495,2,480
5352,12173,2,300
11108,12074,,
6820,6489,,
11876,12567,2,360
11349,2051,,
11714,8064,,
77,11438,2,360
6781,8483,2,480
6753,11243,,
11524,9129,2,300
4243,4301,,
1105,11023,,
97,10400,2,60
11645,11639,2,360
9174,3900,2,300
10885,10889,,
11765,11712,,
5769,6467,2,300
361,674,2,360
4881,10400,2,60
5633,6077,,
12209,12210,,
758,1980,,
8061,5844,2,300
8076,11524,2,360
10884,5844,2,300
8483,6768,2,480
12291,3633,2,300
9306,10199,,
3443,3411,,
5288,11592,2,360
6310,6249,2,300
11802,11808,,
12672,812,,
1580,847,,
12020,11942,,
5769,5262,,
8074,235,,
12272,3315,2,300
8057,11882,2,300
189,859,,
9452,5918,,
11,11427,2,300
10873,4119,2,120
4961,4972,,
1076,1828,2,300
8032,3067,2,120
11559,8023,2,120
11860,11858,2,300
5230,5093,2,120
3195,7643,,
3904,3769,,
10885,12655,,
4489,4463,2,300
12173,7166,2,300
11441,78,2,420
12686,4212,2,360
1065,1832,2,120
5553,5093,2,120
318,9530,,
1091,8762,2,300
774,863,,
12264,3984,,
12600,11794,2,420
1996,1320,,
12231,12022,,
3533,3067,,
6637,6881,,
341,1589,,
8945,7076,,
984,409,2,360
2051,994,,
6603,6634,2,300
8578,8574,,
4301,4514,2,300
9136,545,2,300
9577,6902,,
8746,8685,,
11704,6340,2,420
6466,6194,,
11808,11801,,
6174,6088,2,360
98,48,2,300
12227,8688,,
8070,1736,,
12556,695,2,300
8024,7743,2,60
5737,5693,,
3385,3822,,
6765,6915,,
11704,12543,2,420
5815,9720,2,480
11133,5715,,
11882,10880,,
4138,4123,2,300
12535,11272,2,420
6703,8326,,
11013,1042,,
5769,5494,,
8068,2761,2,300
9714,12208,2,360
6858,6489,,
7468,7591,2,120
2222,2165,2,360
6148,6220,2,300
12688,4163,2,120
8282,8283,2,600
8687,8657,,
8031,3478,2,120
8064,11710,,
4629,4689,,
7166,5352,,
8051,2692,,
8069,2539,,
3822,3779,,
11357,11352,,
11013,1105,,
12586,11282,2,300
6051,11075,,
11878,11874,2,360
1391,2769,2,300
2028,1679,,
11278,11357,2,300
2119,11278,2,300
5815,5180,2,420
11903,12428,,
12409,1173,2,300
1514,1108,,
4067,4143,2,120
713,1316,2,300
4427,4500,2,420
11940,8033,2,120
8750,11876,,
8038,40,2,480
11282,12584,2,360
8916,8913,2,300
8754,11606,2,300
8070,8563,,
1570,1061,,
12543,6195,2,360
2120,1143,2,360
452,4067,2,120
8746,8688,,
6535,2098,2,360
7685,12444,2,300
12636,12639,2,360
9022,11076,,
11801,11807,,
202,199,2,300
76,9307,,
1663,1640,2,300
7446,7533,,
5675,5117,,
2035,1218,,
11254,6754,2,360
7643,3906,,
11929,11091,2,360
5024,5068,,
3394,3927,,
6881,6637,,
3195,8021,2,120
859,10400,2,420
815,1980,,
1505,310,,
7095,7207,2,120
1171,12336,,
5465,5594,2,360
8573,8574,,
409,8535,2,300
3852,3881,,
10976,230,2,300
6479,6470,2,300
5591,6078,,
1692,1546,,
11707,6753,2,360
10892,10886,,
4845,5230,2,120
6532,6949,2,300
1133,1828,2,300
8066,2630,,
11719,8064,,
3334,3394,,
409,4496,2,360
2044,834,,
666,704,,
4925,5567,2,360
5253,4972,,
859,4881,2,420
8076,4494,2,480
6483,6578,2,360
6146,6223,2,300
2328,2639,,
1307,1202,2,360
3385,3816,,
12588,10028,2,480
11294,12716,2,300
5494,5769,2,120
6489,6820,,
8748,8659,,
11877,8750,2,360
12241,12240,2,360
11289,11256,,
4845,5997,2,120
10144,11613,2,360
7444,7562,,
10959,10961,2,300
859,35,2,360
11243,11707,2,300
5216,7469,2,120
11278,11088,2,300
8057,10880,,
6194,6175,,
2028,1622,,
8022,3822,2,120
11715,11712,,
114,11016,,
8691,8676,,
8029,12498,2,120
11199,11196,,
11875,11876,2,300
2489,2527,2,360
9062,6095,2,300
11707,11247,2,360
5410,6478,2,300
3204,3904,,
7643,3053,,
7727,8029,2,120
3204,3927,,
8030,7650,,
5122,11764,2,300
8751,8674,2,300
11221,11357,2,360
5446,5528,2,360
10644,10673,2,300
12234,3195,,
30,12681,2,540
5678,5055,,
10352,179,,
5623,5561,,
3410,8847,,
1604,10969,,
2320,11732,,
7106,7140,2,300
1401,11875,2,360
6661,6781,2,300
10969,365,,
10745,11284,2,300
10881,5122,,
4882,4496,2,420
5040,5050,2,300
5516,11074,,
11526,11616,,
11860,11861,,
3816,8031,2,120
12235,3906,,
10316,12639,2,360
4881,9129,2,480
1589,460,,
5918,9452,,
7525,11206,,
11524,11774,2,480
12498,7658,,
906,11095,,
3334,3769,,
1355,1151,,
2860,2917,2,300
1461,9125,2,300
12596,82,2,360
5593,6000,,
701,669,,
4984,5074,,
4218,4371,,
8049,2761,2,300
9062,12395,2,300
10881,5494,,
11441,10400,2,480
8689,8688,,
6088,6139,2,360
11802,11811,,
3708,11685,2,480
4163,4067,2,120
1660,1642,,
7347,12188,2,300
370,310,,
963,1709,,
11765,11715,,
5124,5721,,
5693,5737,,
10316,10893,2,360
7198,7188,,
10972,8747,,
8763,8073,2,360
8053,11714,,
11307,3151,2,360
8043,235,,
12227,8691,,
6167,6343,2,300
95,8019,2,600
8748,8679,,
1614,11794,2,480
4459,989,,
5456,6459,2,300
628,4494,2,420
10308,12638,2,300
11588,1231,2,300
3394,8032,2,120
12716,11247,2,360
8034,35,2,480
10929,2203,2,120
9298,9299,,
5656,5034,,
451,4143,2,120
12688,4143,,
5148,5890,2,120
3536,2189,,
5458,5703,2,300
5352,7095,2,120
4750,10823,,
10316,12636,2,420
9574,6675,,
3904,3334,,
5797,11135,,
2717,12411,2,300
8907,8762,,
1988,151,,
1444,2326,,
10860,11941,,
9492,7100,2,420
1329,7025,2,360
5494,5045,2,120
3133,3140,,
1300,10926,2,480
12498,7827,,
12406,2761,2,360
405,2081,2,300
96,77,,
4463,11645,2,300
6455,5093,2,120
7357,8960,2,300
96,11438,2,360
11278,12548,2,360
8910,11877,2,360
11402,10436,,
8577,8573,,
1775,4474,2,120
2663,10245,,
12235,3053,,
12682,12686,2,360
7450,7489,2,360
782,10619,,
1664,1638,2,300
8743,8673,2,360
4295,4249,2,300
11785,11653,2,480
1907,646,,
11095,8752,2,300
5072,5140,,
5651,11131,,
11270,11253,2,120
2717,1173,,
6195,6139,2,360
11674,8070,,
12600,12358,,
5533,5444,2,300
646,12625,2,300
2263,1430,,
880,9054,,
11260,11221,2,480
3878,3898,2,360
405,584,2,300
5955,5801,,
470,545,2,300
628,12609,2,360
5596,6078,,
11616,77,,
8058,5042,,
3385,3779,,
12580,7777,,
5003,8615,2,360
11616,11438,2,360
11221,11088,2,360
5037,5719,,
8763,11588,2,360
7827,7743,,
195,454,2,300
11285,2051,2,300
8683,8758,2,300
10885,10892,,
11216,9087,,
11337,11311,2,300
6969,9849,2,420
12234,7643,,
3565,3515,2,300
665,1198,2,300
6942,6725,,
11701,5031,2,480
7207,7259,,
6280,6153,,
1832,1065,2,120
1016,4495,2,300
11429,98,2,600
2165,2222,2,360
10068,10067,2,300
11273,4882,2,420
12240,12233,2,300
12318,1387,2,300
737,678,2,300
1525,423,,
6467,5262,,
75,11427,2,480
6139,5436,2,300
11674,8047,,
7125,7123,,
7658,8029,2,120
296,132,2,300
12228,12210,,
6508,6545,2,360
10880,5891,,
6139,5542,2,300
11441,35,2,360
1168,2540,,
10892,10889,2,180
10972,9952,2,120
1572,8045,,
1361,892,,
9124,210,2,300
6174,12543,2,420
1761,1775,2,120
11875,8759,2,360
12535,1016,2,60
809,2156,2,360
10470,21,2,360
11877,8910,2,300
1709,12318,,
8282,6706,2,300
7650,7736,2,300
12600,12361,2,300
11270,11256,,
5148,7639,2,120
10972,10971,2,120
10335,10349,,
10360,11258,,
8697,8749,,
12267,3315,2,300
9342,3281,2,300
5458,5514,2,300
696,2738,2,360
6951,6999,,
11879,11878,2,360
3904,3394,,
453,493,2,360
7469,7635,2,120
1070,1071,,
8854,6139,2,120
8672,8676,,
11259,12233,2,360
863,2058,,
2799,2477,,
7214,7259,2,120
8033,12022,2,120
11805,11806,,
4845,6455,2,120
8755,8676,,
1451,2472,2,300
1721,911,,
30,12535,2,540
8028,7768,2,120
9543,12683,2,360
1423,8644,,
6174,6340,2,360
5854,10159,,
5287,5826,2,360
10888,10887,,
358,596,2,300
3024,2917,,
695,1572,,
9452,5961,,
8076,77,2,420
193,45,2,540
181,8074,,
984,31,,
2663,10288,,
5122,5667,2,120
8940,7087,,
12665,1187,2,360
1561,2745,,
5792,5745,2,300
11593,10643,2,360
1165,1738,2,600
12233,12242,2,300
10892,12655,2,180
6958,1334,2,480
4936,6081,,
9136,8640,2,300
1858,1394,,
797,650,,
11606,972,2,300
8749,8683,2,300
6884,6838,,
7025,1329,2,360
11078,5474,2,360
859,95,2,360
11288,11246,,
11288,11269,,
5815,5183,2,300
12331,12609,2,360
2761,2414,,
11260,11258,,
8052,6984,,
4218,4391,2,360
1754,908,,
8673,8743,2,420
3057,12074,2,300
5498,11078,2,360
10400,12036,2,60
11124,6019,2,300
859,78,2,420
4568,10867,2,120
5359,5346,,
10915,2252,,
10860,12230,,
5122,5793,,
8746,8691,,
7727,7743,,
3443,8818,,
1143,887,,
6174,11704,2,360
4412,4599,2,360
2799,10429,,
4845,6080,2,120
9291,12196,2,360
10881,5769,2,300
40,35,,
1187,1186,2,300
11940,11943,,
8021,3334,2,120
11095,906,,
3633,2349,2,360
3204,8032,2,120
7166,7095,2,120
11243,11295,2,300
8051,10429,,
1031,12631,2,300
5777,5761,,
6340,11704,2,420
12409,12411,,
8063,8978,,
12716,6753,,
9952,10972,2,120
10701,10189,2,360
8753,1091,2,300
4163,452,2,120
10132,3784,2,300
10885,10886,,
5629,5557,,
3973,3801,2,300
8028,7777,2,120
11593,10644,2,300
452,4119,2,120
2671,2761,2,120
8742,1782,,
12588,10029,2,420
7643,3394,,
5040,5039,2,360
6340,6174,2,420
8064,11716,,
5633,6000,,
7707,7682,2,300
4414,4353,2,360
5954,5803,,
5935,6015,2,300
8071,1832,,
4301,4191,,
11719,11715,,
5250,5069,2,360
11525,11535,2,360
6727,7591,2,120
11739,11736,2,300
7672,7714,2,300
744,12168,2,300
3133,3613,2,300
3831,3856,2,300
11332,12516,2,360
96,4494,2,420
2955,2860,,
8031,3816,2,120
2160,1329,,
317,361,2,300
5253,4961,,
5593,5743,,
4107,4080,2,300
10881,5045,2,300
3533,3053,,
11704,6195,2,480
2328,2648,,
5708,5641,,
6727,7468,2,120
1832,1615,,
8021,11229,2,120
12669,812,2,300
4471,10865,,
5615,4925,2,360
6908,6587,,
6456,11764,2,360
955,678,,
8040,9128,2,360
5464,5593,,
195,812,2,300
3334,3904,,
4224,4061,2,300
5997,4939,,
10929,2252,,
10819,10764,,
12227,8672,,
12209,3243,2,300
3204,7643,,
11403,8640,2,300
1061,1544,,
12632,1031,2,300
3195,12647,,
5661,5673,,
7827,8024,2,120
10799,11281,2,300
12535,4495,2,360
12586,11283,2,300
2263,1442,,
6478,5410,2,360
6741,6921,,
4143,4381,2,120
5621,5585,,
5509,5464,,
6895,6637,,
1151,1355,,
1042,11013,,
6881,6600,,
8679,8659,2,120
10873,1761,2,120
60,569,2,300
423,1525,,
11,11542,,
8755,8685,,
5183,5180,2,420
4381,4067,2,120
11303,35,2,420
1477,1393,2,300
7827,12498,,
8074,1286,2,360
8672,8685,,
30,11522,2,600
9564,6646,,
5138,11128,,
1856,410,2,360
4845,5093,2,120
10468,11274,2,420
10648,12424,2,300
6480,5776,2,300
3207,12232,2,360
2692,2477,,
10429,3023,,
11258,10360,,
8029,7658,2,120
6113,5285,2,300
5242,6728,2,360
5591,5706,,
5715,11134,,
6124,6028,2,300
1361,924,,
12231,11943,,
5700,5743,,
11860,6077,,
5826,5288,2,480
4067,12688,2,120
5509,5633,,
3779,3822,,
4341,4342,,
11132,5651,,
11801,11811,,
6340,6088,,
6456,5667,2,120
8074,181,,
1546,1728,,
12535,11774,2,360
10886,10885,,
9435,10747,2,360
11909,2266,,
3195,3204,,
1254,709,2,300
2539,8069,,
5593,11860,,
12207,6730,2,600
11441,11302,2,360
10400,97,2,60
409,9128,2,360
2630,2477,,
2799,2692,,
3815,3731,2,300
8324,6631,2,360
6563,6858,2,300
5629,5998,,
40,8019,2,480
1387,1482,2,300
12233,12240,2,300
9582,8617,2,300
2622,3094,,
12721,11403,2,300
5122,10880,,
3478,8022,2,120
12227,8755,2,300
3023,8066,,
10967,549,2,360
10694,11475,2,480
189,35,2,360
5465,5743,2,480
12721,9136,2,300
4067,4381,2,120
11357,11278,2,300
75,11542,2,480
12585,11282,2,360
6590,9564,,
11524,4495,2,300
6103,6126,2,360
2054,815,,
213,10967,,
10891,10888,2,180
8672,8688,,
4599,4447,,
5860,9929,2,300
6456,5793,,
12717,6512,2,300
5960,5295,2,360
4163,4119,2,120
11311,11274,2,420
8854,11704,2,360
11808,11802,,
665,666,,
10865,4568,,
7166,7207,2,120
5341,5376,,
6459,5456,,
2051,11285,2,300
8075,82,2,480
10567,3719,2,480
5436,8854,,
8028,12580,2,120
3334,11229,,
8021,3927,2,120
8034,11302,2,480
8049,12405,,
1892,9061,,
8021,3904,2,120
9701,9665,,
10591,11534,2,300
5542,6088,2,360
5055,5678,,
9592,9591,,
8044,11589,2,300
215,547,2,300
366,314,,
4471,8037,2,120
12207,12206,2,300
8679,8748,,
11739,12386,,
8674,8673,,
4143,10873,2,120
12228,12211,,
8072,12556,2,300
12625,301,2,300
12717,11295,2,300
114,56,,
8746,8657,,
1254,1130,2,300
838,12668,2,300
2836,1875,,
6781,8283,2,600
6805,9560,,
793,11022,,
329,12721,,
9052,8622,,
6139,6195,2,360
10034,9952,2,300
8049,2833,2,300
6895,6600,,
3518,8820,,
3518,3410,,
1171,1170,2,480
3056,9494,2,420
11268,11248,,
8038,189,2,540
1771,4003,2,360
10329,2725,,
801,1992,,
4371,4218,,
423,11280,2,300
11807,11798,,
6733,6731,2,360
1061,1570,,
317,318,,
6080,4939,,
6467,5122,2,120
3394,7643,,
4560,4360,2,480
5127,5659,,
859,11302,2,480
4015,4055,,
7140,12437,,
2646,3624,,
5037,5725,,
6646,9580,,
2409,6086,,
1139,1160,2,360
11268,11288,,
11805,11810,,
8034,8039,2,300
287,860,2,300
1743,11323,,
11126,12196,2,360
10034,10971,2,300
10468,11311,2,300
2326,1429,,
2023,1659,,
7100,9492,,
5553,4939,2,120
3066,3054,2,360
6464,5585,,
5567,4933,,
8047,12537,,
10619,782,,
11075,9023,,
11127,5067,,
10888,10890,,
2742,963,2,300
2058,774,2,300
3333,3954,2,300
4067,451,2,120
10879,10882,2,300
1013,98,2,600
10812,1988,,
5535,5441,,
6605,6608,2,360
11256,11288,,
8044,972,2,300
178,9067,,
5792,5937,2,360
11088,12548,2,360
409,8040,2,300
10360,11221,2,480
3023,2799,,
744,12626,2,300
2325,2444,,
709,659,2,300
10880,5768,2,360
11248,11788,,
248,1583,,
12406,8049,2,300
5991,2410,,
1888,2939,2,300
12228,3243,2,300
11337,11274,2,360
7095,7259,2,120
5659,5127,,
4067,10873,2,120
11807,11801,,
6991,6959,,
11311,11337,2,300
2221,2167,2,300
8754,11589,2,300
8050,10202,,
12682,12687,2,300
11208,6802,,
10880,5668,,
8928,7073,2,300
11526,8041,2,360
4567,4500,2,360
11290,8604,2,300
12600,12359,2,300
4204,12687,2,300
6088,11704,2,360
1530,169,,
12231,11940,,
12681,8040,2,360
10399,4882,2,360
7446,7493,,
12231,12332,,
1537,1308,,
8485,8282,2,360
318,674,,
8057,5768,2,300
8640,9136,2,300
11227,10360,2,480
10948,5890,,
1519,210,,
3608,10068,2,420
5593,5700,2,180
2477,2799,,
189,95,2,300
5295,5919,2,300
11523,11272,2,300
6572,9634,,
6467,5494,,
4018,4053,2,360
6456,8060,,
10568,3723,2,480
11256,11248,,
11258,11276,2,360
80,81,2,360
7742,3064,2,420
6691,9574,,
12168,646,,
12234,3067,,
8691,8685,2,180
12204,7296,2,300
12134,797,,
11523,4494,2,420
2971,2928,,
6068,6470,2,360
5389,5325,,
1971,1027,2,300
12567,8750,2,300
1846,1211,2,420
10959,1896,2,420
9311,9255,,
12596,12609,2,120
8578,10564,,
448,450,2,300
10819,4750,,
8747,9952,,
8922,10412,2,360
2477,2630,,
9293,12196,2,420
7736,8023,,
1461,2553,,
2648,2261,,
8673,9505,,
6753,11707,2,300
11287,11251,,
11129,5138,,
11874,11876,2,300
8060,5769,2,300
8032,3906,2,120
11248,11267,,
8467,4711,,
12036,8041,2,420
8068,12405,,
8024,12498,2,120
2047,151,,
11629,5077,2,480
3904,3927,,
9306,7102,2,300
8065,2397,,
8490,6482,2,360
2717,8049,2,360
12330,415,2,300
3076,3401,2,480
12395,6095,2,300
6682,2098,2,480
584,405,2,300
11801,11808,,
7656,7729,2,300
3195,3533,,
5815,11664,2,360
11535,4494,2,360
4961,5253,,
767,1018,,
11715,11710,,
410,12375,2,420
5601,5621,,
1648,1187,,
3548,3140,2,300
8758,8697,,
3973,12028,,
545,218,2,360
4879,405,2,480
11882,5262,,
1116,12631,2,300
1643,1659,,
8044,11606,2,300
8074,10480,2,300
11273,11523,2,300
8043,181,,
7658,7743,,
5862,5844,,
2264,11204,,
4959,5133,,
11277,10360,2,300
1709,963,,
8057,5891,2,300
8032,3053,2,60
177,238,2,300
902,1092,,
486,11087,2,300
11252,11286,,
12235,3927,,
11275,11311,2,360
9199,9186,,
6195,6088,,
6840,6608,2,420
8056,5844,2,300
8573,8577,,
365,1604,2,360
11087,2119,2,360
4143,12688,,
887,8622,2,300
4568,989,,
5769,5122,2,120
10961,10958,2,300
5285,6113,2,300
5065,5255,2,300
1728,1567,,
5474,11078,2,360
8052,3535,,
3195,12235,,
1697,911,,
8687,8746,,
8640,11403,2,300
11798,11810,,
40,8039,2,300
1775,1761,2,120
10259,10252,2,300
8936,7200,2,300
11535,8035,2,600
8046,12393,,
11216,11695,,
78,8019,2,600
96,11616,2,300
8066,2799,,
10873,1775,2,120
12227,8689,,
10034,8747,,
10400,10399,2,120
1553,1559,2,300
2692,10429,2,120
9299,10835,,
10948,7639,2,120
3533,3906,,
7643,3769,,
10745,994,,
11911,1444,,
5700,11860,,
25,11427,,
10865,8037,2,120
8140,1709,2,120
31,4496,2,300
3532,3401,2,480
8852,9572,,
5955,5830,,
11221,11260,2,420
11095,8761,2,300
9397,3731,2,300
4143,451,2,120
5256,5869,,
9530,674,,
5465,5700,2,480
31,11523,2,540
3695,9397,2,300
1173,2761,,
12650,9720,,
6459,5516,,
11606,1231,,
11806,11811,,
10823,12054,,
397,1379,,
9052,888,,
8042,11495,2,300
12231,12020,,
4296,4248,2,300
9505,8673,,
5509,5593,,
8033,11942,2,120
3401,8350,2,480
5927,5945,,
10879,4018,2,300
11877,11874,2,360
3904,11229,,
11441,8019,2,480
11260,11227,2,420
10891,10885,2,180
10336,10339,,
8747,10971,,
911,1721,,
2023,9989,,
6456,8057,,
4403,4560,2,420
3023,2630,,
6103,12260,2,300
181,8043,,
8038,859,2,480
11007,1350,,
3314,3954,,
3056,7742,2,360
6734,12205,2,360
5436,5542,2,300
4936,4922,,
1550,1793,,
5352,7207,,
6467,5769,2,300
8683,10018,,
7865,12481,2,360
2477,8066,,
11765,11716,,
11882,10881,,
12318,2742,2,300
6195,6340,2,300
7672,9652,2,300
151,2047,,
8068,2833,2,300
12209,12211,,
451,10873,2,120
2081,584,,
40,11302,2,360
6532,7001,2,300
8060,5262,,
2227,1327,2,540
7662,7828,2,300
11805,11807,,
5644,5690,,
8697,8758,,
669,668,,
4881,4495,2,480
11283,11103,2,300
3331,12267,2,300
4471,4459,,
1300,10374,2,420
11403,545,2,300
6340,12543,2,360
11882,6467,,
1307,1151,2,360
6951,8385,,
1709,8139,,
451,4381,2,120
12537,1801,,
4163,4474,2,120
1242,437,2,600
1173,8068,2,300
8691,8688,,
11274,10468,2,420
1555,1404,,
12478,9547,2,300
5505,5697,2,360
5725,5052,,
3084,3402,2,420
1301,892,,
11276,11258,2,300
7199,7187,2,360
11542,26,,
5935,5938,2,300
2101,6949,2,300
2742,1387,2,300
1387,2742,2,300
12207,12220,2,360
9307,8535,2,420
11114,7645,2,540
12717,11707,2,360
9570,6691,,
12681,8535,2,360
1586,11280,2,300
8854,6340,,
11805,9597,2,600
3317,11827,2,300
10399,11526,2,300
7743,8029,2,120
5274,6060,2,300
5633,5700,,
11860,5464,,
5697,5505,2,360
3334,3927,,
834,1992,,
8076,9129,2,480
11352,11278,2,300
1824,2032,,
9989,1643,,
10799,1586,,
7658,8024,2,120
4381,452,2,120
7464,7475,2,360
8045,1572,,
5404,10642,2,300
7525,7563,,
6467,5045,,
6725,6942,,
4568,8037,2,120
31,8040,2,360
3478,8031,2,120
6088,6174,2,360
1173,12405,2,300
358,359,,
11289,11268,,
1907,12626,,
7768,8025,2,120
10251,10260,2,300
2325,2264,,
1567,1728,,
5464,6077,,
6214,6154,,
3856,3898,2,360
11405,11408,2,480
12173,7095,2,300
1016,11523,2,360
4163,1775,2,120
5341,5365,2,300
6133,9062,,
255,155,2,300
1775,4163,2,120
5332,11331,2,360
4674,4644,,
12409,2671,2,300
1907,744,2,300
5360,5345,,
3478,3385,,
11282,12585,2,360
2630,2692,2,120
1347,713,2,300
10467,12026,2,480
8697,10018,2,300
12535,8041,2,480
1266,1846,,
11860,5633,,
12556,8072,2,300
2396,10854,2,480
11135,5781,,
1510,122,2,300
1572,695,,
9179,3944,2,300
7851,12470,,
1173,2833,2,120
8036,10867,2,120
5509,6077,,
8575,8574,,
11876,11875,2,300
8032,3334,2,120
983,1857,2,420
11270,11288,,
8068,1173,2,300
8687,8755,,
11318,11114,2,600
3064,3825,2,480
736,955,,
5464,6000,,
12122,4340,,
10360,11227,2,420
3904,12234,2,360
8076,11525,2,360
9296,11264,2,300
2321,2268,,
76,8535,2,480
12637,10308,2,300
10310,7666,2,420
9112,4882,2,360
11940,11941,,
7493,7533,,
11875,11874,2,360
7658,12498,,
11805,11801,,
8029,7827,,
12667,1130,2,300
9112,76,2,480
9543,4463,2,300
3593,3515,2,360
2688,2696,,
11247,11243,2,300
11710,11715,,
9511,12588,2,360
3394,12647,,
9721,5854,,
2799,8051,,
3024,2955,,
10132,3198,,
6195,6174,2,420
1198,665,,
5456,11074,,
11280,10799,2,300
8020,12230,,
1312,11007,,
11794,12363,2,300
184,1283,2,420
503,1244,2,300
11260,11276,2,300
11801,11799,,
12636,7745,2,300
12020,12332,,
8755,8688,,
486,11279,2,360
8760,8674,2,300
11810,11807,,
8031,3822,2,120
3108,2959,,
3298,3317,2,420
7656,10277,2,300
9023,11075,,
12406,1173,2,300
11137,5918,,
8367,8412,,
984,12681,2,420
2766,1393,2,360
11011,1312,,
10915,3535,2,120
5122,11882,,
8578,8575,,
10331,2021,2,300
3517,3412,2,300
11588,8073,2,300
3198,3975,2,300
8759,11876,,
860,392,,
10068,10440,2,480
11280,1525,2,300
11798,11807,,
1308,1576,,
774,1977,,
12681,4496,2,360
11129,8542,,
3533,3769,,
11248,11253,,
5997,4845,,
3401,3046,2,480
4459,8037,2,120
8032,3394,2,120
11998,11032,,
8854,6174,,
11674,1736,2,300
11754,10629,,
31,11535,2,600
8757,8659,,
5410,5285,2,300
906,1721,,
7100,5336,,
5111,5059,,
11279,11087,2,300
10745,11285,2,300
1617,1190,2,300
8020,11941,2,120
10375,12725,2,540
1838,2032,,
1525,11281,2,300
4239,4231,,
5042,12155,,
12318,1482,2,300
10673,11593,2,360
6808,6587,,
2118,881,2,300
8060,5045,,
12026,10513,2,360
5007,11895,,
31,8077,2,360
6919,6944,,
3822,8022,2,120
3204,8021,2,120
8687,8672,,
11714,8053,,
8854,6088,2,360
8038,95,2,600
10947,4461,,
8366,8368,2,360
8065,2203,,
7727,12498,,
6902,9577,,
8071,1065,,
7644,12043,2,420
1522,460,,
12626,12625,2,360
11909,2323,,
8021,7643,2,120
1350,11007,,
6019,11123,,
11588,8763,2,360
11874,8750,,
4416,4350,,
1327,2160,2,600
11281,1586,2,300
8910,11875,2,360
6174,5436,,
9052,1143,2,360
11678,11708,2,300
5352,7259,2,300
4360,4560,2,480
3903,3826,2,420
12234,12321,,
35,8019,2,480
6480,5762,,
5122,5891,,
8573,10564,,
6823,9582,,
4939,5553,,
8038,78,2,600
1761,4163,2,120
706,11009,,
5553,4845,2,120
11289,11248,,
6174,8854,2,120
9136,11403,2,300
8068,12411,2,300
1519,9124,,
5019,5074,,
3478,3806,,
1721,906,,
5542,6340,2,360
11441,96,2,360
8024,7658,2,120
842,11010,,
10435,8043,2,300
5350,9412,2,360
8578,8552,,
5288,5805,2,360
77,11616,,
5230,4939,2,120
10648,10647,2,360
1065,1615,2,120
11260,10360,,
11806,11808,,
12235,11229,,
11123,6073,,
3975,3784,2,300
10141,9174,,
1231,8044,2,300
6630,11293,2,480
463,11014,,
2444,11204,,
12688,451,,
2261,2639,,
10736,12104,2,360
11535,8041,2,420
3394,3533,,
8936,7186,,
11289,11288,,
12065,12063,2,360
10893,7828,,
11349,10745,,
11940,12230,,
1120,2062,2,300
985,4882,2,300
4965,10897,2,480
11798,11801,,
12205,6730,2,360
8032,3769,2,120
12665,12666,2,360
11303,12138,2,480
